variable,field,Y2000,Y2010,district
Persons Per Household,"Households with one or more persons 65 years and over_Male householder, no wife present",2.877804259826732,2.7214648036054383,40
Total Housing Units,"Households with one or more persons 65 years and over_Male householder, no wife present",54958,55545,40
Housing Units,"Householder Age - Households with one or more persons 65 years and over_Male householder, no wife present",52866,53031,40
Housing Units,"Renter occupied_Male householder, no wife present",45611,45276,40
Housing Units,"Owner occupied_Male householder, no wife present",7255,7755,40
Housing Units,Owner occupied_1  person household,12960,15257,40
Housing Units,Owner occupied_2  person household,13184,14040,40
Housing Units,Owner occupied_3  person household,10366,9418,40
Housing Units,Owner occupied_4  person household,7812,6665,40
Housing Units,Owner occupied_5 persons and over,8544,7651,40
Housing Units,Householder Age - Owner occupied_15 to 24 years,2276,1744,40
Housing Units,Householder Age - Owner occupied_25 to 44 years,23473,19411,40
Housing Units,Householder Age - Owner occupied_45 to 64 years,20133,22669,40
Housing Units,Householder Age - Owner occupied_65 years and over,6984,9207,40
Population,White Nonhispanic,2317,3249,41
Population,Black Nonhispanic,127681,124361,41
Population,Asian and Pacific Islander Nonhispanic,725,1132,41
Population,Other Nonhispanic,719,938,41
Population,Two or More Races Nonhispanic,2796,2181,41
Population,Hispanic Origin,17233,21467,41
Population,Female,85747,85909,41
Population,Male,65724,67419,41
Population,Under 5 years,12989,11127,41
Population,5 to 9 years,14530,10924,41
Population,10 to 14 years,14039,11569,41
Population,15 to 19 years,13299,13111,41
Population,20 to 24 years,11414,12294,41
Population,25 to 44 years,43445,42354,41
Population,45 to 64 years,28997,36568,41
Population,65 years and over,12758,15381,41
Population,18 years and over,101626,111823,41
Population,In households,147604,150476,41
Population,In households_In family households,128996,127922,41
Population,In households_In family households_Householder,36284,37492,41
Population,In households_In family households_Spouse,12139,12217,41
Population,In households_In family households_Own child under 18 years,38645,32656,41
Population,In households_In family households_Other relatives,36956,40910,41
Population,In households_In family households_Nonrelatives,4972,4647,41
Population,In households_In nonfamily households,18608,22554,41
Population,In households_In nonfamily households_Householder,15808,18901,41
Population,In households_In nonfamily households_Householder 65 years and over living alone,4105,5021,41
Population,In households_In nonfamily households_Nonrelatives,2800,3653,41
Population,In group quarters_In nonfamily households,3867,2852,41
Households,In group quarters_In nonfamily households,52092,56393,41
Households,Family households_In nonfamily households,36284,37492,41
Households,Family households_Married-couple family,12139,12217,41
Households,Family households_Married-couple family_With related children under 18 years,7036,6257,41
Households,"Family households_Female householder, no husband present",20902,21362,41
Households,"Family households_Female householder, no husband present_With related children under 18 years",15664,14245,41
Households,"Family households_Male householder, no wife present",3243,3913,41
Households,"Family households_Male householder, no wife present_With related children under 18 years",1713,1951,41
Households,"Nonfamily households_Male householder, no wife present",15808,18901,41
Households,"Households with one or more persons 65 years and over_Male householder, no wife present",10290,12796,41
Persons Per Family,"Households with one or more persons 65 years and over_Male householder, no wife present",3.4181457391687795,3.2880347807532275,41
Persons Per Household,"Households with one or more persons 65 years and over_Male householder, no wife present",2.833525301389849,2.668345362013016,41
Total Housing Units,"Households with one or more persons 65 years and over_Male householder, no wife present",56607,61003,41
Housing Units,"Householder Age - Households with one or more persons 65 years and over_Male householder, no wife present",52092,56393,41
Housing Units,"Renter occupied_Male householder, no wife present",43154,46743,41
Housing Units,"Owner occupied_Male householder, no wife present",8938,9650,41
Housing Units,Owner occupied_1  person household,13673,16206,41
Housing Units,Owner occupied_2  person household,12566,14670,41
Housing Units,Owner occupied_3  person household,10202,10916,41
Housing Units,Owner occupied_4  person household,7431,7121,41
Housing Units,Owner occupied_5 persons and over,8220,7480,41
Housing Units,Householder Age - Owner occupied_15 to 24 years,2424,1951,41
Housing Units,Householder Age - Owner occupied_25 to 44 years,22679,20810,41
Housing Units,Householder Age - Owner occupied_45 to 64 years,18452,23002,41
Housing Units,Householder Age - Owner occupied_65 years and over,8537,10630,41
Population,White Nonhispanic,10033,6407,42
Population,Black Nonhispanic,112029,120361,42
Population,Asian and Pacific Islander Nonhispanic,2784,3221,42
Population,Other Nonhispanic,1089,1192,42
Population,Two or More Races Nonhispanic,4451,2185,42
Population,Hispanic Origin,30617,31784,42
Population,Female,90306,93424,42
Population,Male,70697,71726,42
Population,Under 5 years,12552,11561,42
Population,5 to 9 years,14585,11878,42
Population,10 to 14 years,14625,12463,42
Population,15 to 19 years,13453,14168,42
Population,20 to 24 years,11475,12977,42
Population,25 to 44 years,45781,42917,42
Population,45 to 64 years,32850,39839,42
Population,65 years and over,15682,19347,42
Population,18 years and over,110821,120682,42
Population,In households,156725,161710,42
Population,In households_In family households,138739,140529,42
Population,In households_In family households_Householder,39705,41026,42
Population,In households_In family households_Spouse,16197,14842,42
Population,In households_In family households_Own child under 18 years,39816,35244,42
Population,In households_In family households_Other relatives,38043,44567,42
Population,In households_In family households_Nonrelatives,4978,4850,42
Population,In households_In nonfamily households,17986,21181,42
Population,In households_In nonfamily households_Householder,15636,18512,42
Population,In households_In nonfamily households_Householder 65 years and over living alone,4789,5897,42
Population,In households_In nonfamily households_Nonrelatives,2350,2669,42
Population,In group quarters_In nonfamily households,4278,3440,42
Households,In group quarters_In nonfamily households,55341,59538,42
Households,Family households_In nonfamily households,39705,41026,42
Households,Family households_Married-couple family,16197,14842,42
Households,Family households_Married-couple family_With related children under 18 years,8946,7381,42
Households,"Family households_Female householder, no husband present",20201,22302,42
Households,"Family households_Female householder, no husband present_With related children under 18 years",14857,14754,42
Households,"Family households_Male householder, no wife present",3307,3882,42
Households,"Family households_Male householder, no wife present_With related children under 18 years",1793,2023,42
Households,"Nonfamily households_Male householder, no wife present",15636,18512,42
Households,"Households with one or more persons 65 years and over_Male householder, no wife present",11822,15092,42
Persons Per Family,"Households with one or more persons 65 years and over_Male householder, no wife present",3.368870419342652,3.3071466874664845,42
Persons Per Household,"Households with one or more persons 65 years and over_Male householder, no wife present",2.831987134312716,2.71608048641204,42
Total Housing Units,"Households with one or more persons 65 years and over_Male householder, no wife present",58807,63323,42
